question,answer,context,start_pos
 How many closed class words are there?,small,"There is a small set of closed class words that are highly frequent, ambiguous, and act as function words.",11
 What do closed class terms act as?,function words,"There is a small set of closed class words that are highly frequent, ambiguous, and act as function words.",91
 How many part-of-speech tags are there?,between 40 and 200,There are between 40 and 200 part-of-speech tags.,10
 What is assigned to each of a sequence of words?,A part-of-speech label,A part-of-speech label is assigned to each of a sequence of words.,0
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What are many other types of named entities?,not strictly entities or even proper nouns,Many other types of named entities are not strictly entities or even proper nouns.,39
 What are the two approaches to sequence modeling?,generative and discriminative,Two approaches to sequence modeling are generative and discriminative.,40
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What does the maximum likelihood estimation estimate on tag-labeled training corpora?,the probabilities in HMM taggers,The maximum likelihood estimation on tag-labeled training corpora estimates the probabilities in HMM taggers.,76
 What can be used to find the most likely tag sequence?,log-linear model,The most likely tag sequence can be found with the help of a log-linear model that can choose the best tag sequence based on features that condition on the output tag.,61
 What model can choose the best tag sequence based on features that condition on the output tag?,log-linear,The most likely tag sequence can be found with the help of a log-linear model that can choose the best tag sequence based on features that condition on the output tag.,61
 What is used for training?,The best sequence of tags and a version of the Forward- Backward algorithm,The best sequence of tags and a version of the Forward- Backward algorithm are used for training.,0
 What algorithm is used?,Forward- Backward,The best sequence of tags and a version of the Forward- Backward algorithm are used for training.,47
 The concepts of recurrent neural networks and transformers have been introduced in what chapter?,this chapter,The concepts of recurrent neural networks and transformers have been introduced in this chapter.,83
 What is a summary of the main points we covered?,Here,Here is a summary of the main points we covered.,0
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is the output of each neural unit based on?,the current input and the hidden layer from time,"The output of each neural unit is based on the current input and the hidden layer from time, as well as the one element at a time.",43
 What is the value of t1?,t  1,t  1.,0
 What is a simple extension of the backpropagation algorithm?,Backpropagation through time,Backpropagation through time is a simple extension of the backpropagation algorithm.,0
 Modern systems use more complex gated architectures that explicitly decide what to remember and forget in their hidden and context layers?,simple recurrent networks fail,"Modern systems use more complex gated architectures that explicitly decide what to remember and forget in their hidden and context layers, which is why simple recurrent networks fail.",152
 Simple recurrent networks fail because of what?,gated architectures that explicitly decide what to remember and forget in their hidden and context layers,"Modern systems use more complex gated architectures that explicitly decide what to remember and forget in their hidden and context layers, which is why simple recurrent networks fail.",32
 Non-recurrent networks are based on what?,self-attention,Non-recurrent networks are based on self-attention.,36
 How does a selfattention layer map input sequence to output sequence of the same length?,based on a set of attention heads,"A selfattention layer maps input sequence to output sequence of the same length, based on a set of attention heads that each model how the surrounding words are relevant for the processing of the current word",81
 What model how the surrounding words are relevant for the processing of the current word?,"selfattention layer maps input sequence to output sequence of the same length, based on a set of attention heads","A selfattention layer maps input sequence to output sequence of the same length, based on a set of attention heads that each model how the surrounding words are relevant for the processing of the current word",2
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 A transformer block consists of a single attention layer followed by a feed forward layer with what?,residual connections,A transformer block consists of a single attention layer followed by a feed forward layer with residual connections.,95
 What can be stacked to make more powerful networks?,Transformer blocks,Transformer blocks can be stacked to make more powerful networks.,0
 What kind of applications are included for RNNs and transformers?,Common language-based,Common language-based applications for RNNs and transformers are included.,0
 What is the term for probabilistic?,probabilistic,It is probabilistic.,6
 What type of modeling is used for language modeling?,Language modeling.,Language modeling.,0
 What can be assigned to the next element of a sequence?,a probability,The next element of a sequence can be assigned a probability.,47
 What is used to generate auto-regressive generation?,trained language model,A trained language model is used to generate auto-regressive generation.,2
 What does equence stand for?,equence,equence,0
 What is assigned to each element of a sequence?,a label,Each element of a sequence is assigned a label.,39
 What is the term for when an entire text is assigned to a category?,equence classification,equence classification is when an entire text is assigned to a category.,0
 What is one of the most widely used applications of NLP?,machine translation,"One of the most widely used applications of NLP is machine translation, and the encoder-decoder model is a key tool that has applications throughout the system.",51
 What is a key tool that has applications throughout the system?,encoder-decoder model,"One of the most widely used applications of NLP is machine translation, and the encoder-decoder model is a key tool that has applications throughout the system.",80
 Structural and lexical differences make translation difficult?,Structural and lexical differences make translation difficult.,Structural and lexical differences make translation difficult.,0
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What field investigates some of the differences?,typology,Some of the differences are investigated by the linguistic field of typology.,68
 What is a transformer composed of?,an Encoder network,A transformer is composed of an Encoder network that takes an input sequence and creates a contextualized representation of it.,29
 What network takes an input sequence and creates a contextualized representation of it?,Encoder network,A transformer is composed of an Encoder network that takes an input sequence and creates a contextualized representation of it.,32
 A task-specific output sequence is generated from what context representation?,context representation,A task-specific output sequence is generated from this context representation.,55
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What allows the decoder to see all the hidden states of the encoder?,attention mechanism in RNNs and cross-attention in transformers,The attention mechanism in RNNs and cross-attention in transformers allow the decoder to see all the hidden states of the encoder.,4
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is the most probable token to generate at each step?,greedy decoding,The single most probable token to generate at each step is called greedy decoding.,66
 What is greedy decoding?,The single most probable token to generate at each step,The single most probable token to generate at each step is called greedy decoding.,0
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What do we do instead of choosing the best token to generate at each step?,we keep possible token at each step,"Instead of choosing the best token to generate at each step, we keep possible token at each step.",61
 What is the fixed-size memory footprint k?,The beam width,The beam width is the fixed-size memory footprint k.,0
 A bitext is a text that appears in two or more languages when trained on what model?,machine translation,A bitext is a text that appears in two or more languages when trained on a machine translation model.,75
 What is a way of making use of monolingual corpora in the target language?,Backtranslation,Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot engine backwards.,0
 What is backtranslation?,a way of making use of monolingual corpora in the target language by running a pilot engine backwards,Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot engine backwards.,19
 How is translation's effectiveness measured?,how well it captures the meaning of the source sentence and how natural it is in the target language,The translation's effectiveness is measured by how well it captures the meaning of the source sentence and how natural it is in the target language.,47
 How well does translation capture the meaning of the source sentence and how natural it is in target language?,effectiveness,The translation's effectiveness is measured by how well it captures the meaning of the source sentence and how natural it is in the target language.,18
 What measure character n-gram overlap with human translations?,chrF,"Automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, and more recent metrics based on embedded similarity are commonly used.",34
 What measure recent metrics based on embedded similarity are commonly used?,Automatic evaluation metrics,"Automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, and more recent metrics based on embedded similarity are commonly used.",0
